MaterialNumber,MaterialName,PurchasingGroupDescription,PurchasingGroup,MaterialDescription,Total_stock,Unrestricted_use_stock,Blocked_stock,Block_reason,Blocked_date,Solution_date,Solution,PurchasingGroupDescription_KR,MaterialDescription_KR,Solution_KR,Block_reason_KR
400545,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",1017,85,932,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,4/25/24,6/28/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",미리 예측하지 못한 물류 혼잡으로 인해 여러 배송 채널에서 배송 지연이 크게 발생하였습니다.
10400540,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",20599,622,19977,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",5/15/24,8/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"등받이가 있는 바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
10400540,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",20599,622,19977,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",5/15/24,8/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"등받이가 있는 바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
10400540,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",20599,622,19977,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",5/15/24,8/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"등받이가 있는 바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","제품 불일치에 대한 배송 보고서로 인해, 고객 만족을 유지하기 위해 신속한 조사 및 해결이 필요합니다."
40400529,EKEDALEN,Bar furniture,P01,"Bar table,  120x80 cm",49542,30309,19233,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",5/20/24,7/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"바 테이블, 120x80 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
40400529,EKEDALEN,Bar furniture,P01,"Bar table,  120x80 cm",49542,30309,19233,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",5/20/24,7/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"바 테이블, 120x80 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
90319918,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest,  74 cm",23067,20126,2941,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",5/29/24,6/24/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 문서 작성이 필요한 일부 화물로 인해 통관 보류가 연장되어 배송 일정에 영향을 미칩니다.
90319918,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest,  74 cm",23067,20126,2941,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",5/29/24,6/24/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 서류가 필요한 일부 화물로 인해 관세 보류가 연장되어 배송 일정에 영향을 미칩니다.
29297227,STENSELE / NORRARYD,Bar furniture,P01,Bar table and 2 bar stools,17950,5326,12624,"Experiencing supplier delays that result in inventory shortages, affecting order fulfillment capabilities.",6/14/24,8/26/24,"[{""Instruction_step"": 1, ""Instruction"": ""Identify alternative suppliers to mitigate the impact of delays."", ""ResponsibleDepartment"": ""Supply Chain Management""}]",바 가구,바 테이블과 2개의 바 의자,"[{""Instruction_step"": 1, ""Instruction_KR"": ""지연의 영향을 완화하기 위해 대체 공급업체를 식별하십시오."", ""ResponsibleDepartment_KR"": ""공급망 관리""}]",공급 업체의 지연으로 인해 재고 부족이 발생하여 주문 이행 능력에 영향을 미치는 경험.
99323925,STENSELE,Bar furniture,P01,"Bar table,  70x70 cm",12878,2185,10693,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",6/15/24,7/1/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"바 테이블, 70x70 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
99323925,STENSELE,Bar furniture,P01,"Bar table,  70x70 cm",12878,2185,10693,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",6/15/24,7/1/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"바 테이블, 70x70 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
40339004,NORR√ÖKER,Bar furniture,P01,"Bar table,  74x74 cm",39790,28808,10982,"Discrepancies in item quantity received by customers, leading to complaints and requests for order rectification.",5/28/24,8/24/24,"[{""Instruction_step"": 1, ""Instruction"": ""Conduct an order review and process any necessary corrections."", ""ResponsibleDepartment"": ""Customer Service""}]",바 가구,"바 테이블, 74x74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""주문 검토를 진행하고 필요한 수정 사항을 처리하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}]",고객이 받은 품목 수량의 불일치로 인해 불만과 주문 정정 요청이 발생합니다.
39184324,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest,  74 cm",12569,7479,5090,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,6/2/24,7/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",여러 배포 채널에서 예기치 못한 물류 혼잡으로 인해 배송에 상당한 지연이 발생했습니다.
39184324,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest,  74 cm",12569,7479,5090,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,6/2/24,7/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",미리 예측하지 못한 물류 혼잡으로 인해 여러 배송 채널에서 배송 지연이 크게 발생하였습니다.
19297275,NORR√ÖKER / NORR√ÖKER,Bar furniture,P01,"Bar table and 2 bar stools,  74 cm",20871,13292,7579,"Discrepancies in item quantity received by customers, leading to complaints and requests for order rectification.",6/12/24,9/4/24,"[{""Instruction_step"": 1, ""Instruction"": ""Conduct an order review and process any necessary corrections."", ""ResponsibleDepartment"": ""Customer Service""}]",바 가구,"바 테이블과 2개의 바 스툴, 74cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""주문 검토를 진행하고 필요한 수정 사항을 처리하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}]",고객이 받은 품목 수량의 불일치로 인해 불만과 주문 정정 요청이 발생합니다.
60400745,YNGVAR,Bar furniture,P01,"Bar stool,  75 cm",4422,3381,1041,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/13/24,10/1/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
60400745,YNGVAR,Bar furniture,P01,"Bar stool,  75 cm",4422,3381,1041,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/13/24,10/1/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
60400745,YNGVAR,Bar furniture,P01,"Bar stool,  75 cm",4422,3381,1041,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/13/24,10/1/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","제품 불일치에 대한 배송 보고서로 인해, 고객 만족을 유지하기 위해 신속한 조사 및 해결이 필요합니다."
20336619,HENRIKSDAL,Bar furniture,P01,Cover for bar stool with backrest,47076,5284,41792,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/22/24,8/30/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,등받이가 있는 바 의자 커버,"[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
20336619,HENRIKSDAL,Bar furniture,P01,Cover for bar stool with backrest,47076,5284,41792,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/22/24,8/30/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,등받이가 있는 바 의자 커버,"[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","배송 시 제품 불일치에 대한 보고가 있어, 고객 만족을 유지하기 위해 신속한 조사와 해결이 필요합니다."
20336619,HENRIKSDAL,Bar furniture,P01,Cover for bar stool with backrest,47076,5284,41792,"Reports of product mismatch upon delivery, requiring prompt investigation and resolution to maintain customer satisfaction.",6/22/24,8/30/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate the cause of the product mismatch immediately upon report."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Rectify the mismatch by arranging the delivery of the correct product."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Review and adjust order fulfillment processes to prevent future mismatches."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,등받이가 있는 바 의자 커버,"[{""Instruction_step"": 1, ""Instruction_KR"": ""보고 즉시 제품 불일치의 원인을 조사하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""올바른 제품의 배송을 조정함으로써 불일치를 바로잡으십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""미래의 불일치를 방지하기 위해 주문 이행 프로세스를 검토하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""운영 관리""}]","제품 불일치에 대한 배송 보고서로 인해, 고객 만족을 유지하기 위해 신속한 조사 및 해결이 필요합니다."
20429010,NORR√ÖKER,Bar furniture,P01,"Bar stool with backrest,  74 cm",44991,2009,42982,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,1/10/24,1/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",여러 배포 채널에서 예기치 못한 물류 혼잡으로 인해 배송에 상당한 지연이 발생했습니다.
20429010,NORR√ÖKER,Bar furniture,P01,"Bar stool with backrest,  74 cm",44991,2009,42982,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,1/10/24,1/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",미리 예측하지 못한 물류 혼잡으로 인해 여러 배송 채널에서 배송 지연이 크게 발생하였습니다.
80369112,NORDVIKEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",705,175,530,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",2/27/24,6/21/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"등받이가 있는 바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 문서 작성이 필요한 일부 화물로 인해 통관 보류가 연장되어 배송 일정에 영향을 미칩니다.
80369112,NORDVIKEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",705,175,530,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",2/27/24,6/21/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"등받이가 있는 바 스툴, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 서류가 필요한 일부 화물로 인해 관세 보류가 연장되어 배송 일정에 영향을 미칩니다.
29304223,EKEDALEN / EKEDALEN,Bar furniture,P01,"Bar table and 4 bar stools,  120 cm",17236,15703,1533,"Discrepancies in item quantity received by customers, leading to complaints and requests for order rectification.",3/4/24,6/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Conduct an order review and process any necessary corrections."", ""ResponsibleDepartment"": ""Customer Service""}]",바 가구,"바 테이블과 4개의 바 의자, 120 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""주문 검토를 진행하고 필요한 수정 사항을 처리하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}]",고객이 받은 품목 수량의 불일치로 인해 불만과 주문 정정 요청이 발생합니다.
